,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,interest_rate,is_renter,state_grouped,log_transformed_annual_income,log_transformed_debit_to_income,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy,loan_purpose,application_type,loan_amount,installment,interest_rate
3862,6.0,AL,OWN,34000.0,Verified,13.8,12.62,0,other,10.434145214930487,2.6946271807700692,119.0,1,129.0,7,2,5300,0,100.0,0,12.62,14161.0,1,Perfect,8.575650760987806,1.0986122886681098,0,debt_consolidation,joint,20000,451.19,12.62
3863,6.0,OH,MORTGAGE,68000.0,Source Verified,16.54,25.82,0,OH,11.127277689932466,2.864483986944037,75.0,2,75.0,2,1,2000,0,93.8,0,25.82,5625.0,0,Moderate Risk,7.601402334583733,0.6931471805599453,0,debt_consolidation,individual,2000,80.39,25.82
3864,2.0,FL,RENT,107000.0,Verified,27.58,25.82,1,FL,11.580593459194764,3.3527071725017215,32.0,11,32.0,6,3,22300,1,96.3,0,25.82,1024.0,0,Low Risk,10.012386799492118,1.3862943611198906,0,credit_card,individual,16300,486.3,25.82
3865,4.0,IL,MORTGAGE,180000.0,Verified,2.57,7.96,0,IL,12.100717685412471,1.2725655957915476,53.0,2,53.0,1,3,17000,1,91.7,0,7.96,2809.0,0,Moderate Risk,9.741027444837728,1.3862943611198906,0,debt_consolidation,individual,40000,1252.72,7.96
3866,10.0,CA,MORTGAGE,82500.0,Not Verified,20.52,9.92,0,CA,11.320565693461432,3.0689827352935835,31.0,3,31.0,8,3,37400,0,97.3,0,9.92,961.0,0,Low Risk,10.529452721013085,1.3862943611198906,0,credit_card,individual,7500,241.73,9.92
3867,10.0,VA,MORTGAGE,70000.0,Verified,30.4,11.98,0,other,11.156264806643742,3.4468078929142076,28.0,2,129.0,1,5,41600,4,95.2,0,11.98,784.0,1,Low Risk,10.635879484421974,1.791759469228055,0,debt_consolidation,individual,15000,498.08,11.98
3868,0.0,TX,MORTGAGE,70000.0,Source Verified,45.95,18.45,0,TX,11.156264806643742,3.849083205654272,119.0,3,129.0,15,2,8800,2,100.0,0,18.45,14161.0,1,Perfect,9.082620630373812,1.0986122886681098,0,debt_consolidation,joint,8000,291.03,18.45
3869,2.0,CT,RENT,92000.0,Not Verified,18.25,9.93,1,other,11.429554725537322,2.9575110607337933,66.0,3,129.0,6,5,44600,0,96.3,0,9.93,4356.0,1,Low Risk,10.70551155928146,1.791759469228055,0,debt_consolidation,individual,40000,1289.38,9.93
3870,10.0,MI,MORTGAGE,138000.0,Source Verified,16.67,10.91,0,other,11.835016210489899,2.871868286331605,26.0,3,129.0,7,10,115800,2,100.0,0,10.91,676.0,1,Perfect,11.659628479662329,2.3978952727983707,0,debt_consolidation,individual,35000,1144.37,10.91
3871,0.0,CT,OWN,50000.0,Source Verified,0.84,17.47,0,other,10.819798284210286,0.6097655716208943,119.0,7,129.0,4,1,4300,0,90.0,1,17.47,14161.0,1,Moderate Risk,8.366602832783736,0.6931471805599453,1,other,individual,20000,717.75,17.47
3872,5.0,MS,MORTGAGE,65000.0,Source Verified,15.71,14.08,0,other,11.082157933374816,2.8160073426073025,11.0,2,56.0,4,4,12100,2,88.2,0,14.08,121.0,0,Moderate Risk,9.401043372798053,1.6094379124341003,0,other,individual,30000,1026.5,14.08
3873,10.0,TN,MORTGAGE,145000.0,Source Verified,25.63,7.96,0,other,11.884495917930655,3.282038399825841,50.0,4,129.0,12,8,40400,6,95.0,0,7.96,2500.0,1,Moderate Risk,10.606609816118151,2.1972245773362196,0,credit_card,individual,18000,563.73,7.96
3874,2.0,NJ,OWN,60000.0,Not Verified,2.19,7.97,0,NJ,11.002116507732017,1.1600209167967532,119.0,1,129.0,2,5,27500,0,100.0,0,7.97,14161.0,1,Perfect,10.221977646629885,1.791759469228055,0,debt_consolidation,individual,2000,62.65,7.97
3875,1.0,KS,RENT,66000.0,Source Verified,29.84,12.61,1,other,11.097425172408931,3.4288125486951286,50.0,2,129.0,9,10,33900,0,95.0,0,12.61,2500.0,1,Moderate Risk,10.431199791458543,2.3978952727983707,0,debt_consolidation,individual,24000,541.3,12.61
3876,3.0,OR,MORTGAGE,85000.0,Not Verified,14.98,16.02,0,other,11.350418300109132,2.7713379403381286,119.0,4,129.0,10,5,10100,3,100.0,1,16.02,14161.0,1,Perfect,9.220389707829185,1.791759469228055,1,home_improvement,individual,10000,351.67,16.02
3877,10.0,NV,RENT,65000.0,Verified,14.44,11.98,1,other,11.082157933374816,2.73696154459663,119.0,0,129.0,1,2,16000,0,100.0,0,11.98,14161.0,1,Perfect,9.680406499268875,1.0986122886681098,0,credit_card,individual,25000,830.12,11.98
3878,6.0,FL,RENT,40000.0,Source Verified,33.99,19.03,1,FL,10.596659732783579,3.5550623063795967,119.0,3,129.0,3,2,10500,0,100.0,1,19.03,14161.0,1,Perfect,9.259225769705994,1.0986122886681098,1,debt_consolidation,joint,25600,664.51,19.03
3879,8.0,NC,MORTGAGE,57000.0,Verified,19.16,19.42,0,other,10.950824090522445,3.0037004432031678,119.0,0,129.0,6,4,27700,1,100.0,1,19.42,14161.0,1,Perfect,10.229223792606835,1.6094379124341003,1,debt_consolidation,individual,7000,258.09,19.42
3880,2.0,OR,RENT,30000.0,Source Verified,4.16,13.58,1,other,10.308985993422082,1.6409365794934714,36.0,0,129.0,1,3,4600,0,85.7,0,13.58,1296.0,1,Moderate Risk,8.434028950155469,1.3862943611198906,0,other,individual,5000,169.87,13.58
3881,2.0,NJ,MORTGAGE,104000.0,Source Verified,7.02,9.44,0,NJ,11.552155793461898,2.081938421878423,119.0,0,129.0,2,4,32700,1,100.0,0,9.44,14161.0,1,Perfect,10.39516093745751,1.6094379124341003,0,debt_consolidation,individual,40000,838.91,9.44
3882,6.0,CA,MORTGAGE,42000.0,Source Verified,33.86,10.91,0,CA,10.645448706505872,3.551340040091875,61.0,2,129.0,12,7,22500,0,95.5,0,10.91,3721.0,1,Low Risk,10.021315031649332,2.0794415416798357,0,debt_consolidation,individual,12000,392.36,10.91
3883,4.0,VA,OWN,125000.0,Verified,16.2,26.3,0,other,11.736077016252437,2.8449093838194073,11.0,3,73.0,8,0,2500,2,88.5,0,26.3,121.0,0,Moderate Risk,7.824445930877619,0.0,0,debt_consolidation,individual,30000,903.55,26.3
3884,5.0,CA,RENT,85000.0,Not Verified,10.39,6.07,1,CA,11.350418300109132,2.432735777459091,14.0,0,129.0,3,2,26600,0,92.7,0,6.07,196.0,1,Moderate Risk,10.188704088048116,1.0986122886681098,0,credit_card,individual,8000,243.63,6.07
3885,10.0,IL,MORTGAGE,128000.0,Verified,20.53,9.93,0,IL,11.759793355371237,3.0694473113762717,119.0,1,129.0,2,3,32500,3,100.0,0,9.93,14161.0,1,Perfect,10.389026137075234,1.3862943611198906,0,debt_consolidation,individual,30000,636.38,9.93
3886,1.0,MO,MORTGAGE,23000.0,Verified,39.72,6.72,0,other,10.043292972227004,3.7067193722422673,119.0,1,129.0,4,1,8000,2,100.0,0,6.72,14161.0,1,Perfect,8.987321812850125,0.6931471805599453,0,debt_consolidation,joint,21500,661.11,6.72
3887,7.0,CA,MORTGAGE,65000.0,Not Verified,11.78,11.99,0,CA,11.082157933374816,2.5478814489493886,119.0,0,129.0,0,1,8600,1,100.0,0,11.99,14161.0,1,Perfect,9.059633754551479,0.6931471805599453,0,debt_consolidation,individual,20000,444.79,11.99
3888,2.0,FL,RENT,40000.0,Source Verified,16.17,19.42,1,FL,10.596659732783579,2.843163674909384,23.0,0,129.0,3,1,3500,0,100.0,0,19.42,529.0,1,Perfect,8.160803920954665,0.6931471805599453,0,debt_consolidation,joint,15000,392.59,19.42
3889,3.0,CA,RENT,45000.0,Not Verified,14.45,7.96,1,CA,10.714439990727769,2.7376090033437546,119.0,1,129.0,4,7,25000,0,100.0,1,7.96,14161.0,1,Perfect,10.12667110305036,2.0794415416798357,1,debt_consolidation,individual,9000,281.87,7.96
3890,6.0,KS,RENT,13692.0,Verified,24.63,17.47,1,other,9.524640032332234,3.24376354037598,16.0,5,36.0,2,1,3500,1,71.4,0,17.47,256.0,0,High Risk,8.160803920954665,0.6931471805599453,0,other,individual,3000,107.67,17.47
3891,1.0,MS,MORTGAGE,78000.0,Not Verified,22.05,7.96,0,other,11.264476926102367,3.1376657694426577,119.0,1,129.0,4,2,20700,1,97.4,0,7.96,14161.0,1,Low Risk,9.937937287265354,1.0986122886681098,0,major_purchase,individual,8000,250.55,7.96
3892,5.0,GA,MORTGAGE,80000.0,Source Verified,11.3,7.34,0,GA,11.289794413577894,2.509599262378372,74.0,0,74.0,7,2,10900,3,95.7,1,7.34,5476.0,0,Low Risk,9.296609807128359,1.0986122886681098,1,debt_consolidation,individual,9000,279.3,7.34
3893,9.0,CO,MORTGAGE,151000.0,Verified,22.91,13.58,0,other,11.92504173829169,3.1742967814702334,78.0,2,129.0,5,5,86510,3,89.0,0,13.58,6084.0,1,Moderate Risk,11.368026852464912,1.791759469228055,0,debt_consolidation,individual,23475,797.54,13.58
3894,4.0,IN,MORTGAGE,90000.0,Source Verified,11.31,21.45,0,other,11.407576060361786,2.510411940196362,119.0,1,129.0,3,2,4500,1,100.0,1,21.45,14161.0,1,Perfect,8.412054873292933,1.0986122886681098,1,debt_consolidation,joint,20000,546.15,21.45
3895,7.0,NY,OWN,73000.0,Source Verified,9.06,11.99,0,NY,11.19822841866684,2.3085671646715933,119.0,3,129.0,6,1,1000,0,100.0,0,11.99,14161.0,1,Perfect,6.90875477931522,0.6931471805599453,0,home_improvement,individual,20000,664.2,11.99
3896,5.0,CT,RENT,35000.0,Not Verified,14.61,6.08,1,other,10.463131911491967,2.7479117345273405,119.0,0,129.0,1,1,33500,0,100.0,0,6.08,14161.0,1,Perfect,10.419330568113901,0.6931471805599453,0,debt_consolidation,individual,10000,304.59,6.08
3897,3.0,NY,OWN,48028.0,Source Verified,26.79,17.47,0,NY,10.779560274121492,3.3246762437544124,55.0,0,129.0,3,4,8400,2,86.4,0,17.47,3025.0,1,Moderate Risk,9.036106025364846,1.6094379124341003,0,debt_consolidation,individual,20000,502.12,17.47
3898,0.0,CO,RENT,38400.0,Source Verified,12.13,15.05,1,other,10.555838779903407,2.574899688314705,119.0,0,129.0,3,3,12000,0,100.0,1,15.05,14161.0,1,Perfect,9.392745258631441,1.3862943611198906,1,debt_consolidation,individual,10000,238.17,15.05
3899,10.0,CT,MORTGAGE,114000.0,Not Verified,26.08,5.32,0,other,11.643962499267984,3.298795448044074,119.0,5,129.0,2,4,107000,7,100.0,0,5.32,14161.0,1,Perfect,11.580593459194764,1.6094379124341003,0,debt_consolidation,joint,30000,903.45,5.32
3900,10.0,NY,MORTGAGE,85000.0,Source Verified,24.03,13.58,0,NY,11.350418300109132,3.2200751054436827,58.0,1,32.0,2,1,2000,1,82.0,0,13.58,3364.0,0,Moderate Risk,7.601402334583733,0.6931471805599453,0,credit_card,individual,35000,1189.09,13.58
3901,4.0,TX,MORTGAGE,51000.0,Verified,20.66,6.72,0,TX,10.839600519357369,3.0754672415728446,119.0,1,129.0,4,5,24100,1,100.0,0,6.72,14161.0,1,Perfect,10.090008612393838,1.791759469228055,0,credit_card,individual,20000,614.99,6.72
3902,10.0,OH,MORTGAGE,29000.0,Verified,25.21,30.79,0,OH,10.275085591132715,3.266141017335315,119.0,1,129.0,2,2,11500,2,100.0,0,30.79,14161.0,1,Perfect,9.350189267092581,1.0986122886681098,0,debt_consolidation,joint,40000,1313.62,30.79
3903,10.0,FL,RENT,85000.0,Source Verified,18.54,10.9,1,FL,11.350418300109132,2.972463646614637,48.0,0,129.0,4,5,19000,0,93.3,0,10.9,2304.0,1,Moderate Risk,9.852246888342531,1.791759469228055,0,other,individual,30000,980.75,10.9
3904,1.0,MD,OWN,47000.0,Not Verified,7.35,9.92,0,other,10.757924157061597,2.122261538862764,119.0,1,129.0,7,4,11900,2,100.0,2,9.92,14161.0,1,Perfect,9.38437770918244,1.6094379124341003,1,debt_consolidation,individual,8000,257.84,9.92
3905,2.0,NC,MORTGAGE,48000.0,Source Verified,14.6,9.93,0,other,10.778977123006351,2.747270914255491,119.0,5,129.0,5,1,5000,1,100.0,0,9.93,14161.0,1,Perfect,8.517393171418904,0.6931471805599453,0,debt_consolidation,individual,7500,241.76,9.93
3906,3.0,NY,RENT,77000.0,Not Verified,18.15,11.98,1,NY,11.251573687764477,2.952302715626655,13.0,4,53.0,3,2,5300,0,76.0,0,11.98,169.0,0,High Risk,8.575650760987806,1.0986122886681098,0,other,individual,1000,33.21,11.98
3907,6.0,NY,RENT,41000.0,Verified,41.5,15.05,1,NY,10.62135173563291,3.7495040759303713,37.0,0,37.0,3,3,3400,0,80.8,0,15.05,1369.0,0,Moderate Risk,8.131824785007195,1.3862943611198906,0,other,joint,11200,388.53,15.05
3908,6.0,WA,MORTGAGE,60433.0,Verified,29.31,13.58,0,other,11.00930713945359,3.4114776910697118,119.0,1,129.0,5,2,20500,0,100.0,1,13.58,14161.0,1,Perfect,9.928228944424575,1.0986122886681098,1,debt_consolidation,individual,22750,524.42,13.58
3909,10.0,OR,MORTGAGE,90000.0,Not Verified,23.87,7.34,0,other,11.407576060361786,3.2136622578153133,119.0,1,129.0,5,7,54700,4,100.0,0,7.34,14161.0,1,Perfect,10.909637269778615,2.0794415416798357,0,credit_card,individual,36000,1117.19,7.34
3910,6.0,AZ,RENT,25000.0,Source Verified,17.71,15.05,1,other,10.12667110305036,2.9290581402859983,60.0,0,129.0,6,1,17500,0,90.9,0,15.05,3600.0,1,Moderate Risk,9.770013301136158,0.6931471805599453,0,other,individual,10000,238.17,15.05
3911,10.0,IL,OWN,134000.0,Verified,31.11,16.01,0,IL,11.80560254159177,3.4691675081014224,119.0,5,129.0,11,13,105300,3,100.0,0,16.01,14161.0,1,Perfect,11.564578194753137,2.6390573296152584,0,credit_card,individual,18000,632.92,16.01
3912,5.0,CT,RENT,33000.0,Not Verified,12.51,14.08,1,other,10.404293143019792,2.6034301519721073,119.0,0,129.0,1,2,1600,0,100.0,0,14.08,14161.0,1,Perfect,7.3783837129967145,1.0986122886681098,0,debt_consolidation,individual,3000,102.65,14.08
3913,10.0,CA,RENT,72000.0,Not Verified,15.77,21.45,1,CA,11.184435286790631,2.8195915758351173,13.0,2,129.0,6,6,79700,6,96.7,0,21.45,169.0,1,Low Risk,11.286037411751035,1.9459101490553132,0,debt_consolidation,individual,28000,764.6,21.45
3914,4.0,NY,RENT,35000.0,Not Verified,14.85,16.02,1,NY,10.463131911491967,2.7631695003232895,59.0,1,59.0,4,3,9300,0,50.0,0,16.02,3481.0,0,High Risk,9.137877200242468,1.3862943611198906,0,debt_consolidation,individual,4000,140.67,16.02
3915,10.0,TX,MORTGAGE,52000.0,Not Verified,22.78,6.07,0,TX,10.859018228147887,3.1688448912626357,119.0,1,129.0,4,4,24100,0,100.0,0,6.07,14161.0,1,Perfect,10.090008612393838,1.6094379124341003,0,home_improvement,individual,4000,121.82,6.07
3916,8.0,MS,OWN,95000.0,Source Verified,5.24,6.72,0,other,11.461642696843066,1.8309801823813363,119.0,2,129.0,2,2,37500,0,100.0,0,6.72,14161.0,1,Perfect,10.53212287826962,1.0986122886681098,0,credit_card,individual,15600,479.69,6.72
3917,10.0,LA,MORTGAGE,50000.0,Verified,29.28,16.02,0,other,10.819798284210286,3.410487428569248,43.0,3,16.0,5,3,52900,1,86.0,0,16.02,1849.0,0,Moderate Risk,10.876177521259402,1.3862943611198906,0,debt_consolidation,individual,11800,287.08,16.02
3918,1.0,NY,RENT,68000.0,Source Verified,11.81,9.93,1,NY,11.127277689932466,2.550226115908643,119.0,0,129.0,1,1,4000,0,100.0,1,9.93,14161.0,1,Perfect,8.294299608857235,0.6931471805599453,1,home_improvement,individual,8000,257.88,9.93
3919,1.0,CA,RENT,105000.0,Source Verified,12.93,14.08,1,CA,11.561725152903833,2.6340447877917144,48.0,5,129.0,6,1,3400,3,90.0,0,14.08,2304.0,1,Moderate Risk,8.131824785007195,0.6931471805599453,0,credit_card,individual,20000,466.2,14.08
3920,10.0,FL,MORTGAGE,43611.0,Not Verified,21.96,10.9,0,FL,10.683087620826273,3.133753571451366,119.0,2,129.0,3,5,32500,0,100.0,0,10.9,14161.0,1,Perfect,10.389026137075234,1.791759469228055,0,credit_card,individual,20000,653.83,10.9
3921,3.0,TX,RENT,110000.0,Source Verified,11.99,14.07,1,TX,11.608244735642321,2.5641798306825083,119.0,0,129.0,6,5,47400,0,100.0,0,14.07,14161.0,1,Perfect,10.766398604507042,1.791759469228055,0,debt_consolidation,individual,25000,582.62,14.07
3922,2.0,IN,RENT,36500.0,Verified,30.55,26.3,1,other,10.505094936455558,3.4515735889872223,119.0,1,129.0,2,3,18500,0,100.0,0,26.3,14161.0,1,Perfect,9.825580063659602,1.3862943611198906,0,other,individual,12000,361.42,26.3
3923,0.0,MD,MORTGAGE,1600001.0,Source Verified,0.98,7.34,0,other,14.285515437209229,0.6830968447064438,68.0,1,129.0,2,2,6700,2,74.1,0,7.34,4624.0,1,High Risk,8.81001204797317,1.0986122886681098,0,major_purchase,individual,12000,372.4,7.34
3924,10.0,FL,MORTGAGE,117000.0,Not Verified,27.86,20.39,0,FL,11.669937760751914,3.3624565533457247,119.0,2,129.0,4,7,21000,2,100.0,0,20.39,14161.0,1,Perfect,9.952325334619427,2.0794415416798357,0,debt_consolidation,joint,14000,373.96,20.39
3925,5.0,OH,MORTGAGE,40000.0,Verified,73.75,9.44,0,OH,10.596659732783579,4.314149212270796,119.0,2,129.0,1,4,20200,1,100.0,1,9.44,14161.0,1,Perfect,9.913487387114461,1.6094379124341003,1,debt_consolidation,joint,20000,640.1,9.44
3926,6.0,NY,OWN,70000.0,Not Verified,15.67,12.62,0,NY,11.156264806643742,2.813610696762703,62.0,4,129.0,9,4,21400,0,89.2,1,12.62,3844.0,1,Moderate Risk,9.97119292889014,1.6094379124341003,1,credit_card,individual,20000,670.23,12.62
3927,10.0,OH,MORTGAGE,75000.0,Not Verified,23.83,9.44,0,OH,11.225256725762893,3.2120525995200753,30.0,0,129.0,3,4,35500,2,96.2,0,9.44,900.0,1,Low Risk,10.477316144080852,1.6094379124341003,0,other,individual,9600,307.25,9.44
3928,3.0,NE,MORTGAGE,35000.0,Source Verified,12.21,7.34,0,other,10.463131911491967,2.580974118534234,119.0,4,129.0,4,3,14000,4,100.0,0,7.34,14161.0,1,Perfect,9.546884034617925,1.3862943611198906,0,credit_card,individual,6000,186.2,7.34
3929,6.0,AR,MORTGAGE,75000.0,Source Verified,15.82,9.92,0,other,11.225256725762893,2.822568654544802,72.0,2,72.0,3,2,28900,3,92.3,0,9.92,5184.0,0,Moderate Risk,10.27163147557801,1.0986122886681098,0,debt_consolidation,individual,8400,270.73,9.92
3930,10.0,PA,RENT,67000.0,Source Verified,13.29,15.05,1,other,11.112462823634855,2.659559991941776,119.0,0,129.0,2,3,19700,0,100.0,0,15.05,14161.0,1,Perfect,9.888424674859083,1.3862943611198906,0,debt_consolidation,individual,35000,1214.15,15.05
3931,7.0,AZ,OWN,37183.56,Source Verified,18.24,15.05,0,other,10.523648900339143,2.9569914452375605,119.0,2,129.0,2,3,37400,0,100.0,0,15.05,14161.0,1,Perfect,10.529452721013085,1.3862943611198906,0,debt_consolidation,joint,27500,654.95,15.05
3932,10.0,MD,MORTGAGE,72768.0,Verified,24.46,17.47,0,other,11.195045319320093,3.2371085931292605,62.0,2,62.0,6,9,9300,1,97.1,1,17.47,3844.0,0,Low Risk,9.137877200242468,2.302585092994046,1,other,individual,4000,143.55,17.47
3933,0.0,TN,RENT,19000.0,Source Verified,0.0,18.45,1,other,9.852246888342531,0.0,119.0,4,129.0,5,0,7500,0,100.0,0,18.45,14161.0,1,Perfect,8.922791623969637,0.0,0,other,individual,1500,54.57,18.45
3934,1.0,TX,RENT,40000.0,Source Verified,16.53,11.99,1,TX,10.596659732783579,2.863913698933143,119.0,2,129.0,2,2,5000,0,100.0,0,11.99,14161.0,1,Perfect,8.517393171418904,1.0986122886681098,0,credit_card,individual,2500,83.03,11.99
3935,1.0,MD,MORTGAGE,42000.0,Verified,7.54,15.04,0,other,10.645448706505872,2.1447610078004784,119.0,7,129.0,3,1,1800,0,100.0,0,15.04,14161.0,1,Perfect,7.496097345175956,0.6931471805599453,0,debt_consolidation,individual,24000,571.47,15.04
3936,10.0,FL,MORTGAGE,62712.0,Source Verified,24.53,12.61,0,FL,11.046324041652891,3.2398542312533927,41.0,7,47.0,19,9,27100,1,81.6,0,12.61,1681.0,0,Moderate Risk,10.207325906555994,2.302585092994046,0,debt_consolidation,individual,10000,335.07,12.61
3937,10.0,MS,MORTGAGE,45000.0,Verified,16.56,18.06,0,other,10.714439990727769,2.8656235882069705,67.0,2,67.0,7,2,1700,2,61.5,0,18.06,4489.0,0,High Risk,7.438971592395862,1.0986122886681098,0,other,individual,8000,289.47,18.06
3938,9.0,CA,RENT,80000.0,Not Verified,8.46,9.93,1,CA,11.289794413577894,2.247072383063787,76.0,3,129.0,3,1,17000,0,93.8,0,9.93,5776.0,1,Moderate Risk,9.741027444837728,0.6931471805599453,0,credit_card,individual,14500,307.59,9.93
3939,9.0,ND,MORTGAGE,120000.0,Verified,19.97,12.62,0,other,11.695255355062795,3.0430928449138284,119.0,2,129.0,2,4,19500,1,100.0,0,12.62,14161.0,1,Perfect,9.87822102528824,1.6094379124341003,0,credit_card,individual,24000,804.27,12.62
3940,10.0,TX,MORTGAGE,48000.0,Not Verified,17.44,10.91,0,TX,10.778977123006351,2.914522218128448,19.0,2,57.0,4,6,12000,2,79.3,0,10.91,361.0,0,High Risk,9.392745258631441,1.9459101490553132,0,debt_consolidation,individual,10000,326.97,10.91
3941,8.0,CT,MORTGAGE,28000.0,Verified,12.73,13.58,0,other,10.239995502805316,2.6195832197798796,119.0,0,129.0,2,3,11200,2,100.0,0,13.58,14161.0,1,Perfect,9.32375833901174,1.3862943611198906,0,credit_card,individual,6000,203.85,13.58
3942,10.0,FL,MORTGAGE,99000.0,Verified,15.65,12.61,0,FL,11.502885230075814,2.8124102164264526,30.0,1,2.0,2,4,32400,5,88.0,0,12.61,900.0,0,Moderate Risk,10.385944565501662,1.6094379124341003,0,debt_consolidation,individual,20000,451.08,12.61
3943,5.0,MA,MORTGAGE,100000.0,Source Verified,14.76,13.58,0,other,11.51293546492023,2.757475084429733,25.0,2,50.0,3,5,23600,4,91.7,0,13.58,625.0,0,Moderate Risk,10.069044362997353,1.791759469228055,0,debt_consolidation,individual,16000,368.82,13.58
3944,5.0,IL,MORTGAGE,80000.0,Source Verified,15.38,7.97,0,IL,11.289794413577894,2.7960610784249234,119.0,2,129.0,6,4,55100,4,100.0,0,7.97,14161.0,1,Perfect,10.916923143796645,1.6094379124341003,0,debt_consolidation,individual,40000,1252.91,7.97
3945,1.0,CO,MORTGAGE,78000.0,Not Verified,3.15,19.42,0,other,11.264476926102367,1.423108334242607,119.0,3,129.0,0,4,5000,0,100.0,0,19.42,14161.0,1,Perfect,8.517393171418904,1.6094379124341003,0,credit_card,individual,18000,663.64,19.42
3946,1.0,FL,RENT,28000.0,Source Verified,17.83,13.59,1,FL,10.239995502805316,2.935451342669061,27.0,2,27.0,9,3,5300,0,92.9,1,13.59,729.0,0,Moderate Risk,8.575650760987806,1.3862943611198906,1,credit_card,individual,2800,95.15,13.59
3947,3.0,MI,MORTGAGE,72000.0,Not Verified,18.2,6.72,0,other,11.184435286790631,2.954910279033736,61.0,0,129.0,0,6,26400,3,97.1,0,6.72,3721.0,1,Low Risk,10.181157167204903,1.9459101490553132,0,credit_card,individual,12000,369.0,6.72
3948,10.0,VA,MORTGAGE,100000.0,Source Verified,23.2,20.39,0,other,11.51293546492023,3.186352633162641,9.0,0,129.0,2,5,37900,2,84.6,0,20.39,81.0,1,Moderate Risk,10.542732775946709,1.791759469228055,0,debt_consolidation,individual,30000,1120.88,20.39
3949,10.0,IL,MORTGAGE,65500.0,Verified,18.71,12.62,0,IL,11.089820688682373,2.9811261211646287,119.0,5,129.0,7,5,16700,3,100.0,1,12.62,14161.0,1,Perfect,9.723223876851618,1.791759469228055,1,credit_card,individual,16000,536.18,12.62
3950,6.0,AR,MORTGAGE,65000.0,Not Verified,32.96,18.45,0,other,11.082157933374816,3.5251833614431467,119.0,2,129.0,7,7,59200,1,100.0,1,18.45,14161.0,1,Perfect,10.988693712621323,2.0794415416798357,1,credit_card,individual,20000,727.58,18.45
3951,3.0,NY,RENT,120000.0,Not Verified,7.89,7.34,1,NY,11.695255355062795,2.1849270495258133,119.0,0,129.0,3,3,104500,0,100.0,0,7.34,14161.0,1,Perfect,11.556951919719207,1.3862943611198906,0,debt_consolidation,joint,20000,399.25,7.34
3952,8.0,KS,RENT,67000.0,Not Verified,11.05,16.02,1,other,11.112462823634855,2.489064659936664,119.0,2,129.0,6,4,34400,0,100.0,0,16.02,14161.0,1,Perfect,10.445840912706414,1.6094379124341003,0,debt_consolidation,individual,16000,389.26,16.02
